24	physics	 I think it's clear enough that if you turn your bicycle's steering wheel left, while moving, and you don't lean left, the bike will fall over (to the right) as you turn. I figure this is because the bike's momentum keeps it moving in the direction you were going, and since your wheels have friction against the ground, the top of the bike moves forward relative to the bottom of the wheels. The top of the bike going north while the bottom of the wheels go northwest will understandable cause you to topple. So to counteract this and keep you from falling over, leaning into the turn is necessary. But is there also a causal relationship -- that leaning will cause the bike to start to turn? If I start leaning left, I will turn left... but maybe that's because I know that if I don't turn the steering wheel left, the bike will fall over (to the left). I experimented with unruly turns of the steering wheel when I was a kid, and got my scrapes and bruises. Now that I'm a cautious and sedate adult I'm not anxious to experiment that way. :-) (I also want to ask why airplanes bank into a turn... they don't have the same issues as a bike, i.e. the bottom part has no special friction against the ground. But that would probably make the question too broad.) 
25	physics	 In statistical mechanics , the Monte Carlo method is used to sample the state space of a statistical system in order to compute physical quantities of interest by averaging. 
26	physics	 I am wondering if someone could provide me with a formula that would tell me at what velocity a projectile can be launched from something using an electromagnetic field. The idea is much like a rail gun or Gauss rifle, but not exactly. Just looking to find a formula to determine the speed of the projectile. Thank you, Michael Vanderpool 
27	physics	 We've learned that the wave function of a particle collapses when we measure a particle's location. If it is found, it becomes more probable to find it a again in the same area, and if not the probability to finding it in the place that was checked decreases dramatically. My question is about the definition of measurement. What makes a measurement different from any other interaction between two particles (gravity and EM fields for example)? In reality, almost every particle interacts with any other particle, so shouldn't there be constant collapse of the wave function all the time? If this happens we're right back in classical mechanics, aren't we? 
28	physics	 It is worth remembering that in at velocities close to c. A particle kinetic energy is inter-wind with its rest mass. So the actual energy equation is $E = \sqrt{p^2c^2+m^2c^4}$ So the energy of a collision is the sum of the above energy for the two colliding particles. That is why you construct improved accelerators. As it is the only way to tune up the energy. To the extend of my knowledge we don't how to tune up mass. 
29	physics	 I recently encountered a puzzle where a person drove 120 miles at 40mph, then drove back the same 120 miles at 60mph. The average of the speeds is (40mph+60mph)/2 = 50mph, so the total trip time should be 240mi/50mph = 4.8 hours. But the trip actually took 5 hours. Why is that, and what is the correct way to calculate average speed? 
30	physics	 What you describe in your question is the "Copenhagen interpretation" of quantum mechanics. There are more nuanced views of this nowadays that don't treat "measurements" quite so asymmetrically, see e.g. sources that talk about decoherence. I recommend watching the classic lecture "Quantum Mechanics in your face" by Sidney Coleman for a nice take on this sort of thing. 
31	physics	 What is Einstein's theory of Special relativity , in terms a lay person can follow? 
32	physics	 There is a common myth that water flowing out from a sink should rotate in direction governed by on which hemisphere we are; this is shown false in many household experiments, but how to show it theoretically? 
33	physics	 The reason is because the time taken for the two trips are different, so the average speed is not simply $\frac{v_1 + v_2}{2}$ We should go back to the definition. The average speed is always (total length) &divide; (total time). In your case, the total time can be calculated as \begin{align} \text{time}_1 &amp;= \frac{120 \mathrm{miles}}{40 \mathrm{mph}} \\\\ \text{time}_2 &amp;= \frac{120 \mathrm{miles}}{60 \mathrm{mph}} \end{align} so the total time is $120\mathrm{miles} \times \left(\frac1{40\mathrm{mph}} + \frac1{60\mathrm{mph}}\right)$. The average speed is therefore: \begin{align} \text{average speed} &amp;= \frac{2 \times 120\mathrm{miles}}{120\mathrm{miles} \times \left(\frac1{40\mathrm{mph}} + \frac1{60\mathrm{mph}}\right)} \\\\ &amp;= \frac{2 }{ \left(\frac1{40\mathrm{mph}} + \frac1{60\mathrm{mph}}\right)} \\\\ &amp;= 48 \mathrm{mph} \end{align} In general, when the length of the trips are the same, the average speed will be the harmonic mean of the respective speeds. $$ \text{average speed} = \frac2{\frac1{v_1} + \frac1{v_2}} $$ 
34	physics	 The difficulty is that since the trip at 40mph takes longer, you spend more time going 40mph than you do going 60mph, so the average speed is weighted more heavily towards 40 mph. When calculating average speeds for fixed distances, it is better think of everything in minutes per mile rather than miles per hour. 60 miles per hour is 1 minute per mile, while 40 miles per hour is 1.5 minutes per mile. Since we travel the same number of miles at each speed, we can now take the mean of these two figures. That's 1.25 minutes per mile on average. For 240 miles total, 240miles*1.25minutes/mile = 300 minutes = 5 hours. This method is called finding the "harmonic mean" of the speeds. 
35	physics	 If I separate two magnets whose opposite poles are facing, I am adding energy. If I let go of the magnets, then presumably the energy that I added is used to move the magnets together again. However, if I start with two separated magnets (with like poles facing), as I move them together, they repel each other. They must be using energy to counteract the force that I'm applying. Where does this energy come from? 
36	physics	 $$\mathrm{Average\ Speed = \frac{Total\ Distance}{Total\ time}}$$ So basically, $t_1 = 120/40 = 3\ hrs$ $t_2 = 120/60 = 2\ hrs$ Total time $= 5\ hrs$ Total distance = $240$ miles Average speed$ = 240/5 = 48\ mph$ 
37	physics	 Physicists studying the grounds of physics and some mathematicians often come to a theories which are like a general-relativity, but do not coincide with it. Often these theories contradict the real world. What should one do in order to check one of such theories? Which papers/books should one read in order to be able to understand about some mathematical theories, that "the mathematical theory is nice, but this is not our world"? 
38	physics	 For example, a Markov Chain Monte Carlo (MCMC) method was used in the WMAP [1] papers, the most important measurment/papers of modern CMB [2] cosmology, one of the pillars of the Big Bang Theory of the Universe. MCMC was used to explore and fit the parameters of the theory with the WMAP (and other) measurements. You can download the technical papers at: [1] Wilkinson Microwave Anisotropy Probe [2] Cosmic Microwave Background 
39	physics	 As is said in a comment, the reasoning in the first paragraph is correct but the one in the second paragraph is wrong. If you apply a force on something without "moving" the work is null and there is no energy exchange involved (this is not the same thing than doing that with your muscles, but that's another story :p). ( Work = integral[a to b] of F dot dx ; so Work = 0 if there is not "circulation"). Thus the magnets do not need any energy to statically counteract the force. However, if you do move the magnets, then you need to give some energy. This energy is stored in the system because you cause a variation of magnetic flux: magnet 1 moving induce a variation of flux seen by magnet 2, and this will change the state of magnet 2, increasing its potential energy. 
40	physics	 Magnetic field in this case (a set of magnets in space, no relativity involved) is conservative, which means it has a potential -- each positional configuration of charges (or dipoles in this case) has its fixed energy which does not depend on history or momenta of charges. So, the work you put or get from displacing them is just exchanged with the potential energy of the field, which means no energy is created or destroyed, just stored. 
41	physics	 There have been recent results in mathematics regarding Conformal field theories and topological field theories. I am curious about the reaction to such results in the physics community. So I guess a starting place for a question would be something like: Did Atiyah's axiomatization of TQFT capture what physicists feel are important in QFT's? How many more parameters are there to what a physicist would call a QFT or FT in general? Perhaps I should mention that mathematicians (the ones who dont know any phsyics) think about various Field Theories as things that assign invariants to manifolds that should be sensitive to certain data (depending on the word proceeding field). A lot has been done when you only care about the basic topology of the Manifold you are evalutating your field theory at. Have mathematicians gotten rid of too much for physicists to care? What types of things do physicists want a Field theory to keep track of, what kind of structure on the manifold that is? 
42	physics	 The notes from week 1 of John Baez's course in Lagrangian mechanics ( ) give some insight into the motivations for action principles. The idea is that least action might be considered an extension of the principle of virtual work. When an object is in equilibrium, it takes zero work to make an arbitrary small displacement on it. I.E. the dot product of any small displacement vector and the force is zero (in this case because the force itself is zero). When an object is accelerating, if we add in an "inertial force" equal to -m*a, then a small, arbitrary, time-dependent displacement from the objects true trajectory would again have zero dot product with F-ma, the true force and inertial force added. This gives $(F-ma)\cdot \delta q(t) = 0$ From there, a few calculations found in the notes lead to the stationary action integral. Baez discusses D'Alembert more than Hamilton, but either way it's an interesting look into the origins of the idea. 
43	physics	 The calculation of the Coriolis force is dependent on latitude: $F = m a$ where $a = 2 \Omega sin(lat)$, with $\Omega$ being the Earth's angular velocity $m$ is the mass of the object in question The Earth's angular velocity is (about) $7.29 \times 10^{-5}$ rad/sec So, for a sink with a couple gallons of water in it at 45 degrees north... the Coriolis force is about $7.57 \times 2 \times 7.29 \times 10^{-5} = 1.10 \times 10^{-3}$ N. Interesting reading about this over this way , and (of course) here . 
44	physics	 Special Relativity derives from two basic ideas: The speed of light (in a vacuum) is always c. The laws of physics are the same in all inertial reference frames (basically, points of view that aren't accelerating, that is, they obey Newton's Laws.) With these two points and a little math, various proven conclusions may be derived: Time Dilation : When something moves fast relative to something else, time for the faster moving body slows down. It's not an illusion of time slowing down, it's the real thing: individual atoms that make up the body operate slower, chemical reactions function slower, and biological processes (aging) occur slower. From the perspective of the faster moving body, its time progresses at the usual pace. Length Contraction : Objects moving fast relative to other objects shrink along the line of the direction they're moving. Relativistic Simultaneity : There's no such thing as simultaneous events: because time is attached to the observer, different people could witness 2 events happening in different order. The exception to this is "causally-related" events which are events where event A is the cause of event B. Mass-Energy : The math goes into describing the mass of bodies at rest and how that mass changes as the bodies move. As bodies speed up they get "heavier." Nothing with mass can travel faster than light (and nothing with mass can travel AT the speed of light) because any massive body would reach infinite "relative mass" at that speed. You can derive $E=mc^2$ and fission/fusion from this. This is a very quick summary of the basic points and principles. 
45	physics	 I think your question is divided in two parts. When talking about energy, in the field of HEP or accelerator physics we can talk about total energy kinetic energy momentum As for elementary particles relativistic effects manifest themselves almost all the time, you need to use a relativistic form for the energy: $$E = \sqrt{p^2c^2+m^2c^4}$$ Instead of a bare $E = p^2/2m$ (as in classical mechanics, where $p = m v$). This relation as two parts: one depending on the momentum and one (constant) given by the mast of the particle. It should be also noted that for ultra-relativistic cases, where $E \gg E_0$, we have $E = p c$. Usually for low energy applications, like linear accelerators or low energy experiments we talk about the kinetic energy, which is $E_k = \sqrt{p^2c^2+m^2c^4} - mc^2$. For example if you talk about protons of 160 MeV obviously it is kinetic energy, as the rest mass of the proton is rhougly 1 GeV. For higher energy application usually you can make the ultra-relativistic approximation and you then talk about total energy (in eV) or about the momentum in $\mathrm{eV}/c$; taking $c=1$, both are numerically equal. When you are not sure about which approximation you can take, it is better to explain which one you take. Example: For a proton in the LHC with a momentum of 3.5 TeV/c you can calculate its total energy which is ... How is this energy "calculated"? (I assume you meant "experimentally" or something like that.) In HEP physics we use what we call electron-volt as a unit of energy. A particle of unit charge will have an energy of 1 eV if it descends from rest a potential difference of 1 V. So for example, when you accelerate protons in the LHC, if you have cavities giving you 10 MV, the particle will gain 10 MeV every turns. 
46	physics	 Laplace's determinism is not physically correct over long periods of time. That is, it neglects chaos/"sensitive dependence on initial conditions"/exponential growth of microscopic perturbations already in Newtonian dynamics, which was seriously thought about only in the 20th century. Being true, this also will not be overcome. Stochasticity enters some classical dynamical paths with time. There is subtlety here. In classical mechanics, or the evolution of the wave function, there is a kind of microdeterminism, so that what occurs in the next instant is fully determined by what occurred up until that point. It is in the longer time evolution of a chaotic system that stochasticity creeps in. By the way, Lapalace said "We ought to regard the present state of the universe as the effect of its antecedent state and as the cause of the state that is to follow." This part remains true in chaotic classical mechanics. However, he then continued "An intelligence knowing all the forces acting in nature at a given instant, as well as the momentary positions of all things in the universe, would be able to comprehend in one single formula the motions of the largest bodies as well as the lightest atoms in the world, provided that its intellect were sufficiently powerful to subject all data to analysis; to it nothing would be uncertain, the future as well as the past would be present to its eyes. The perfection that the human mind has been able to give to astronomy affords but a feeble outline of such an intelligence. (Laplace 1820)" This is the part that classical chaos invalidates. You might also read Finally, there are also questions whether, in light of general relativity, black holes, etc, we can even speak of a "state of the universe as a whole" There may not be such a god's eye view altogether. These issues need a philosophy forum, however. 
47	physics	 Einstein's Special Theory of Relativity cannot be of much significance to a lay person because he has no use for such knowledge. However, the common idea that this topic is extremely complicated motivates the layman to learn it. The basic concepts of this theory are actually somewhat simple. In short, when an object is moving a certain velocity $u$, a few seemingly unusual phenomena happen to it. If a bar of length $L_0$ moves in the direction of its length, its new length will appear to be $L_0 \sqrt{1 - u^2 / c^2}$ from the our viewpoint on the ground, where $c$ is the speed of light. If that formula means nothing to you, simply take note that the length decreases as the velocity increases. Of course, from the bar's viewpoint, it will appear that our length has changed by that factor. Since time is proportional to distance traveled at a constant velocity, the length contraction can show that the "rate of time" also changes when an object is moving. If a clock is traveling through space close to the speed of light, it will tick significantly slower than it did at rest. Those are the basics, but phenomena such as mass-energy equivalence and nuclear binding energy can be derived from these concepts and experiments conducted in the early 20th century. 
48	physics	 String theory should come with a proposal for an experiment, and make some predictions about the results of the experiment; then we could check against the real results. If a theory cannot come with any predictions, then it will disprove itself little by little ... The problem is that, with string theory, this is extremely difficult to do, and string theorists have year in front of them to go in that direction; but if in 100 years we are still at the same status, then it would be a proof that string theory is unfruitful... 
49	physics	 What should be a properties of a body so a contact with it can be detected by a capacitive touchscreen or a touchpad? 
50	physics	 As others have pointed out, the question is somewhat misworded. The correct question is probably just "Why do magnets repel?", which can be traced back to the question of why electromagnetism (EM) is a fundamental force of nature. Like gravity, it's one of the four known fundamental forces of nature. Regarding the use of the word "energy". Energy is the same thing as work. Work = Force x distance. If there is a 10N [Newton] force acting on a ball, and you move the ball by 1m [meter], you have done 10N x 1M = 10Nn = 10J [Joule] of work (provided the force is constant). So, if you move the magnetic poles against each other, you do work (against the EM field). Then, if you attach the magnets to a spring and let go, the springs will compress. The 10J of work you invested is now stored in the springs! Then, if you remove the magnets and put a bullet on the spring, and let go, you can use the 10J of energy to launch the bullet (work is converted to kinetic energy), and so on =) What happens when you push two magnets against each other, but then just hold them in place? Per the above definition of Work = Force x distance, you're not doing work, because distance = 0. But clearly your muscles are straining, and you're burning calories (which is just another unit of energy or work, like Joules), so what's going on? From a physics textbook point of view, no work is being done. This is similar to placing an apple on a table. The table is countering the force of gravity, like your muscles in the magnet example. The table has no muscles, because it is made of wood, and it won't collapse under the weight of the apple. In reality, the stiffness of the table/wood is provided by the electromagentic interactions of the atoms making up the table, so in the end it is the EM force counteracting the gravitational force. In the original magnet/muscle example, your arms are not made up of wood, so your body is doing biochemical/mechanical work to stiffen the cells in your arms by burning the food you ate. (The fact that this process is not perfect means that heat is a by product of this process, that's why your muscles get hot and you start sweating.) 
51	physics	 Physical theories are rarely constructed as a purely theoretical exercise - they usually are based on empirical data which is fitted a mathematical solution. The physical theory then tries to explain the data and corresponding math. The basis of scientific theory is that it must be verified by repeatable tests and data. Sometimes theories that explain some data well are disproven when applied to other situations - and sometimes amendments are made in order to account for the difference. That is the nature of every scientific theory - it is accepted until real world data says it is wrong. There is no way to know whether any theory truly describes our world or not - it holds until it no longer matches observations. 
52	physics	 A few years ago I went to a museum, where there was a board with 2 bar magnets, on a pole each so they could rotate. If you rotated them so the lined up with the same poles (N) facing each other, they'd repel spinning until the south poles lined up, then they'd repel and spin so the north poles lined up and so. This was without any extra help, once you lined them up they would just keep spinning by their selves. How exactly is this possible that the 2 magnets kept producing kinetic energy? 
53	physics	 Greene's book has already been mentioned, but Nova's The Elegant Universe is a somewhat informative 3-hour video series. Obviously, to truly understand the theory's progress, years of mathematics and physics must be studied, preferably at a university. 
54	physics	 Determinism as more to worry about stochastic and chaotic processes than with the Heisenberg's uncertainty principle. As a simple proof, you can easily consider a purely classical system and observe that you don't have determinism as Laplace had hopped. 
55	physics	 They are not producing energy; their movement is a result of the work you've put during setting same poles to face each other. They will eventually stop, since this energy is dissipated by friction on their fixings and at some point their momentum will decrease to the point it will be not enough to push the system through energy pick when the same poles are nearby. After this, they will relax to their energy optimum, so probably into configuration when different poles are facing each other. 
56	physics	 String theory, was constructed with the idea that at low energies it should reduce to the quantum mechanical and particle world that we see every day. This is analogous to the correspondence principle in quantum mechanics. In some sense, any experiment that discredits quantum mechanics will cause a serious re-examination of string theory, however, as many experimentalists will joke, a theorist will always find a way to fix his theory to match the observations. In any case, quantum theory seems very well supported and is unlikely that it will be discredited any time soon Direct tests of string theory, however, will have to wait until we can probe much higher energies. 
57	physics	 Another important use of Monte-Carlo is in nuclear engineering: basically for two distinct things: nuclear reactor core calculations and radiation shielding. The first use Monte-Carlo to obtain precise estimations of the reactivity of the core (and other parameters) and the second allow to calculate, for example, the thickness of a shielding. More generally this is related to particle-matter interaction : this is a process where each interaction is quantified by its cross-section which then gives a probability for the interaction to occur. This is thus a very good field to apply MC methods. Another example is in medical physics, for the calculation of the deposited dose on a patient. 
58	physics	 As KennyTM stated, use the conservation of energy. Say for example you have a constant electric field E to accelerate your particle of charge q and mass m, this will mean that the electrical energy E d q accumulated over the distance d will convert entirely into kinetic energy $\frac12 m v^2$ (assuming you stay non-relativistic, otherwise it's $\sqrt{m^2c^4+p^2c^2}$). Just solve the equation for v (or the momentum p in the relativistic case). Things get a bit more complicated for a non-static EM field. 
59	physics	 First, from your comment: a magnetic field will never accelerate anything (I am more specifically thinking about a charge "particle" as this is trivial for a golf ball) ( Edit : see the comments bellow about that statement). The magnetic field is always perpendicular to the trajectory, thus giving no contribution in a change of the kinetic energy. To accelerate a particle, you need an electric field. Then the way to proceed is the following: if you know the electric field and the path, you can integrate E dot dx and multiply by the charge. This will give you an energy difference, and this energy is added as kinetic energy, thus from the kinetic energy, if you are non relativistic you can use $E_k = \frac{1}{2} m v^2$ and make a difference. 
61	physics	 If you just lean without holding the steering wheel, that will automatically turn in order to conserve the total angular momentum. If you hold it tight however, this is not possible and you will crash. 
62	physics	 The LHC in Geneva is a circular accelerator, 27 km long, why is it like that ? 
63	physics	 Laplace's determinism is fine if you do no longer consider x(t) as the function you want to deterministically describe but accept the fact that only the wave function $\psi(x,t)$ is deterministic - and even that only when you neglect QFT effects. 
64	physics	 To accelerate particles to very high energies, you need a long path, because the force is limited (just as in case of an airplane runway). You run them in circles to have it confined, or you would have to build something the size of a solar system. There are, however, what is called Linear Accelerators, like SLAC. These are used to accelerate electrons, which are too light to be run in circles. They radiate a lot of energy when pushed sideways. 
65	physics	 Cyclotrons, while generally economic because of the reduced space and cost to build (compared to linear accelerators), suffer from two notable problems. Note that the LHC is in fact a synchotron , which is notably improved over a cyclotron for relativistic (high energy) particles. The following principles still apply pretty well, however. The magnetic field required to impart the centripetal acceleration on the particle to keep it in orbit is inversely proportional to the radius of orbit. Creating stronger magnetic fields requires larger and much more costly magnets. Maximising the radius of orbit helps reduce the required strength of magnetic field. Maxwell's equations of electromagnetism indicate that an accelerating charge loses energy by emitting radiation. In fact, if you do the maths, this introduces the limit on the maximum velocity/energy of any accelerated particle. The larger the radius, the lower the centripetal force/acceleration, hence the lower the rate of energy loss. To illustrate point 1, the force on a charged particle is given as $$F = Bqv$$ where B is the magnetic field strength. And the centripetal force on a charge is given as $$F = \frac{mv^2}{r}$$ where r is the radius of the particle accelerator tunnel from the centre of the orbit. Equating the two gives $$B = \frac{mv}{qr} = \frac{m\omega}{q}$$ Clearly, increasing the radius $r$ requires a lower $B$ (magnetic field). Point 2 is slightly more involved to show, as one has to apply Maxwell's equations and calculate the energy flux emitted. Hopefully you get the point however. 
66	physics	 When you accelerate charged particles, they lose energy by emitting photons (a process called "Bremsstrahlung" or "braking radiation"). This is a nuisance in particle accelerators, because (1) you want to impart as much energy as possible to the particles being accelerated (that's the point!) and this is a loss; and (2) the bremsstrahlung can be in the form of harmful (to people and machines) ionizing radiation. Stronger magnets are also necessary to produce the tighter turns. Acceleration in the beam direction is, of course, unavoidable. But any time you have motion along a curved path, you also need acceleration perpendicular to the direction of motion in order to curve the trajectory. In order to minimize this acceleration perpendicular to the direction of motion, it is desirable to have the accelerator be as straight as possible. If you are building a machine that accelerates particles along a closed path, this means you want to make the radius as big as possible. (I assume that, if you do the math, it turns out that a circular path (with uniform curvature) is better than an elliptical one, or one with long straightaways followed by tight turns.) An alternative is to build a linear accelerator, which simply accelerates particles in a straight line. The Stanford Linear Accelerator (SLAC) is one such accelerator; and the International Linear Collider is in the planning phases. Why is the LHC 27 km in circumference? Because they are re-using the tunnels from the Large Electron–Positron Collider (LEP), which was 27 km around. Why was LEP 27 km around? It was almost certainly a balance between the science goals and the money available (longer tunnels = more expensive). Check out the Superconducting Super Collider (SSC) on Wikipedia, the doomed American successor to LEP. It was going to be 87 km in circumference. 
67	physics	 I think that, as always, there is a significant disconnect between the math and physics camps. However, physicists probably realize that the topological partition function of the B-model at genus g is not easy to calculate and doesn't have a good mathematical definition, in the holomorphic limit or not. That is, they would be likely to agree that mathematicians like Costello have done valuable work in trying to nail down this elusive quantity. Physicists working in topological field theory are pretty comfortable with the Atiyah-Segal axioms and with theories of various depths/levels. Kapustin, for example, has spoken widely about these points (categories and 2-categories of branes). 
68	physics	 Our physics teacher showed the class a really interesting demonstration. He used two polarised filters in opposite orientations, then he took some antistatic tape and stretched it under the two plates. The resulting image was projected on the wall using an overhead projector unit. Under stress, the originally clear looking tape (as it looked between the polarised filters) turned all sorts of weird colours, and apparently different colors correlate to different levels of stress. What causes this odd effect? 
69	physics	 The short answer is that measurement and interactions are two different animals in Quantum Mechanics. In reality measurements are performed using one of the fundamental interactions (usually EM), but this does not enter the framework of QM. The long answer is that you will not receive a satisfying answer to your question. First, because physicists don't know the answer, and second, because physicists don't care. Physics is concerned with understanding nature, in so far as making predictions regarding measurements. If we have a theory of what happens between measurements (things like Lagrangians and forces) and a theory of measurements (a postulate in Quantum Mechanics that wave functions collapse, plus the probabilistic interpretation of the abs.square of the wave function), and this framework works to the desired accuracy, then the philosophical implications of trying to unite the two are of no interest to physicists, unless they bring about a deeper understanding of nature, in so far as making more precise or more general predictions regarding measurements. In practice, the line of questioning you pose has been investigated ever since the advent of Quantum Mechanics, but to my knowledge, nothing ever came of it regarding unification of forces and measurements ("don't know"), so the mainstream has lost interest a long time ago ("don't care"). (As an interesting side-note, one important result to come out of related type of inquiry is the Bell inequality.) Sorry if this answer seems negative. To quote David Mermin [corrected] regarding the philosophical issues regarding Quantum Mechanics, the pragmatic thing to do is to "shut up and calculate!" 
